category,name,model,specification,color,feature,spec_model,spec_color,spec_feature,spec_rated_power,spec_voltage,spec_frequency,spec_cable_length,spec_product_size,spec_gift_box_size,spec_carton_size,spec_package_standard,spec_net_weight,spec_gross_weight,html_content,image_url,product_url
Room Safes,Electronic Password Safes K-JG003,K-JG003,B/D(mm): 5/1.5; Size(mm): W420*D380*H200; N.W/G.W(kg): 12/ 13KG,Black/Gray,LED digital display; An electronic code lock system is adopted with programmable CPU; 5mm and 1.5mm thickened cold rolled steel plate for panel and box respectively,K-JG003,Black/Gray,,,,,,W420*D380*H200,,,,13KG,14KG,"<li>LED digital display</li>
<li>An electronic code lock system is adopted with programmable CPU</li>
<li>5mm and 1.5mm thickened cold rolled steel plate for panel and box respectively</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: K-JG003</li>
<li>Color: Black/Gray</li>
<li>Specification: B/D(mm): 5/1.5; Size(mm): W420*D380*H200; N.W/G.W(kg): 12/ 13KG</li>
<li>Product Size: W420*D380*H200</li>
<li>Net Weight: 13KG</li>
<li>Gross Weight: 14KG</li>","https://cdn.globalso.com/aolga-hk/zhuti.jpg,https://cdn.globalso.com/aolga-hk/AOLGA-Electronic-Password-Safes-K-JG003（5）.jpg,https://cdn.globalso.com/aolga-hk/AOLGA-Electronic-Password-Safes-K-JG003（1）1.jpg,https://cdn.globalso.com/aolga-hk/AOLGA-Electronic-Password-Safes-K-JG003（4）.jpg",https://www.aolga-hk.com/k-jg003-product/
Room Safes,Hand-held CEU for Safe DT-02,DT-02,,Black,Emergency power supply for the safe; Read the data of the safe; Decode the safe when the password is lost,,,,,,,,,,,,,,"<li>Emergency power supply for the safe</li>
<li>Read the data of the safe</li>
<li>Decode the safe when the password is lost</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: DT-02</li>
<li>Color: Black</li>",https://cdn.globalso.com/aolga-hk/5665.jpg,https://www.aolga-hk.com/hand-held-ceu-for-safe-dt-02-product/
Room Safes,Hand-held CEU for Safe DT-01,DT-01,,Gray,Emergency power supply for the safe; Read the data of the safe; Decode the safe when the password is lost,,,,,,,,,,,,,,"<li>Emergency power supply for the safe</li>
<li>Read the data of the safe</li>
<li>Decode the safe when the password is lost</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: DT-01</li>
<li>Color: Gray</li>",https://cdn.globalso.com/aolga-hk/48666.jpg,https://www.aolga-hk.com/hand-held-ceu-for-safe-dt-01-product/
Electric Iron,Handheld Steamer T21AE,T21AE,"220~240V, 50-60Hz, 1200W",White/Gray,foldable handle; 25s quick warm-up; 20g/min large steam; variable flat and hanging ironing two in one; dry & wet ironing; visible water window; silent water pump; automatic power-off; overheating protection,T21AE,Gray/White,foldable handle; 25s quick warm-up; 20g/min large steam; variable flat and hanging ironing two in one; dry & wet ironing; visible water window; silent water pump; automatic power-off; overheating protection,1200W,220-240V,50Hz/60Hz,1.7M,178x82x252MM(WxDxH),143x94x260MM(WxDxH),396x304x278MM(WxDxH),8PCS/CTN,/,0.93KG/PC,"<li>foldable handle</li>
<li>25s quick warm-up</li>
<li>20g/min large steam</li>
<li>variable flat and hanging ironing two in one</li>
<li>dry & wet ironing</li>
<li>visible water window</li>
<li>silent water pump</li>
<li>automatic power-off</li>
<li>overheating protection</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: T21AE</li>
<li>Color: Gray/White</li>
<li>Specification: 220~240V, 50-60Hz, 1200W</li>
<li>Rated Power: 1200W</li>
<li>Voltage: 220-240V</li>
<li>Rated Frequency: 50Hz/60Hz</li>
<li>Length of Power Cable: 1.7M</li>
<li>Product Size: 178x82x252MM(WxDxH)</li>
<li>Gift Box Size: 143x94x260MM(WxDxH)</li>
<li>Master Carton Size: 396x304x278MM(WxDxH)</li>
<li>Package Standard: 8PCS/CTN</li>
<li>Gross Weight: 0.93KG/PC</li>","https://cdn.globalso.com/aolga-hk/217.png,https://cdn.globalso.com/aolga-hk/123.png,https://cdn.globalso.com/aolga-hk/312.png,https://cdn.globalso.com/aolga-hk/48.png,https://cdn.globalso.com/aolga-hk/53.png",https://www.aolga-hk.com/handheld-steamer-t21ae-product/
Electric Iron,Handheld Steamer (with hanger) MW-830,MW-830,"220~240V, 50-60Hz, 1200-1400W",Gray/White,"ABS+PC material on body, die-cast aluminum and Teflon coating on ironing panel; quick warm-up; 2 options for steam; with burst steam function; variable flat and hanging ironing two in one; dry & wet ironing; utomatic power-off; overheating protection; automatic cleaning",MW-830,Gray/White,"ABS+PC material on body, die-cast aluminum and Teflon coating on ironing panel; quick warm-up; 2 options for steam; with burst steam function; variable flat and hanging ironing two in one; dry & wet ironing; utomatic power-off; overheating protection; automatic cleaning",1200-1400W,220-240V,50Hz/60Hz,/,350x150x98MM(WxDxH),362x130x104MM(WxDxH),540x375x330MM(WxDxH),12PCS/CTN,0.97KG/PC,1.15KG/PC,"<li>ABS+PC material on body, die-cast aluminum and Teflon coating on ironing panel</li>
<li>quick warm-up</li>
<li>2 options for steam</li>
<li>with burst steam function</li>
<li>variable flat and hanging ironing two in one</li>
<li>dry & wet ironing</li>
<li>utomatic power-off</li>
<li>overheating protection</li>
<li>automatic cleaning</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: MW-830</li>
<li>Color: Gray/White</li>
<li>Specification: 220~240V, 50-60Hz, 1200-1400W</li>
<li>Rated Power: 1200-1400W</li>
<li>Voltage: 220-240V</li>
<li>Rated Frequency: 50Hz/60Hz</li>
<li>Product Size: 350x150x98MM(WxDxH)</li>
<li>Gift Box Size: 362x130x104MM(WxDxH)</li>
<li>Master Carton Size: 540x375x330MM(WxDxH)</li>
<li>Package Standard: 12PCS/CTN</li>
<li>Net Weight: 0.97KG/PC</li>
<li>Gross Weight: 1.15KG/PC</li>","https://cdn.globalso.com/aolga-hk/122.png,https://cdn.globalso.com/aolga-hk/216.png,https://cdn.globalso.com/aolga-hk/311.png,https://cdn.globalso.com/aolga-hk/47.png",https://www.aolga-hk.com/handheld-steamer-with-hanger-mw-830-product/
Electric Iron,Electric Steam Iron SW-103,SW-103,"AC 220V, 50Hz/60Hz, 2000W; 1.8M power cable",Gray/Green/Red,Ceramic soleplate;Dry ironing;Spray&steam function;Self-cleaning;Powerful burst steam&vertical steam;Adjustable thermostat control;Variable steam control;Overheating safety protection;Automatically shut off,SW-103,Gray/Green/Red,S mart steam motion sensor auto cut-off safety-30s unattended on soleplate and 8 minutes upright; C eramic soleplate; D ry ironing; S pray&steam function; S elf-cleaning; P owerful burst steam&vertical steam; A djustable thermostat control; V ariable steam control; 360-degree flexible swivel cord guard; O verheating safety protection; LED ready indicator; 3-way automatic shut-off; A nti-calcium systems,2000W,AC 220V,50Hz / 60Hz,1.8M,L 244x W 102x H 128.5MM,W258xD107xH139MM,W672xD273xH300MM,12PCS/CTN,0.7KG,0.86KG,"<li>S mart steam motion sensor auto cut-off safety-30s unattended on soleplate and 8 minutes upright</li>
<li>C eramic soleplate</li>
<li>D ry ironing</li>
<li>S pray&steam function</li>
<li>S elf-cleaning</li>
<li>P owerful burst steam&vertical steam</li>
<li>A djustable thermostat control</li>
<li>V ariable steam control</li>
<li>360-degree flexible swivel cord guard</li>
<li>O verheating safety protection</li>
<li>LED ready indicator</li>
<li>3-way automatic shut-off</li>
<li>A nti-calcium systems</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: SW-103</li>
<li>Color: Gray/Green/Red</li>
<li>Specification: AC 220V, 50Hz/60Hz, 2000W; 1.8M power cable</li>
<li>Rated Power: 2000W</li>
<li>Voltage: AC 220V</li>
<li>Rated Frequency: 50Hz / 60Hz</li>
<li>Length of Power Cable: 1.8M</li>
<li>Product Size: L 244x W 102x H 128.5MM</li>
<li>Gift Box Size: W258xD107xH139MM</li>
<li>Master Carton Size: W672xD273xH300MM</li>
<li>Package Standard: 12PCS/CTN</li>
<li>Net Weight: 0.7KG</li>
<li>Gross Weight: 0.86KG</li>","https://cdn.globalso.com/aolga-hk/310.jpg,https://cdn.globalso.com/aolga-hk/115.jpg,https://cdn.globalso.com/aolga-hk/218.jpg,https://cdn.globalso.com/aolga-hk/AOLGA-Electric-Steam-Iron-SW-103（1）.jpg,https://cdn.globalso.com/aolga-hk/AOLGA-Electric-Steam-Iron-SW-103（3）.jpg,https://cdn.globalso.com/aolga-hk/AOLGA-Electric-Steam-Iron-SW-103.jpg",https://www.aolga-hk.com/sw-103-product/
Electric Iron,Handheld Garment Steam Iron GT001,GT001,"220V-240V~, 50Hz/60Hz, 1100-1300W; 1.8M power cable",White,Ceramic soleplate;30 seconds to warm up quickly;Foldable handle for easy storage;Variable usages for both flat and hanging ironing;Unique secondary heating technology;Automatically power off when no operation for 10mins;Automatic cleaning,GT001,White,Ceramic soleplate ; 30 seconds to warm up quickly ; Foldable handle for easy storage ; Variable usages for both flat and hanging ironing ; Unique secondary heating technology ; Automatically power off when no operation for 10mins ; Automatic cleaning ; Overheating protection,1100-1300W,220V-240V~,50Hz/60Hz,,Folded: L222xW94xH122MM / Open: L185.5xW94xH225MM,W 298x D 238x H 118MM,W 615 xD 490 xH 387 MM,12PCS/CTN,0.93KG /PC,1.42KG/PC,"<li>Ceramic soleplate</li>
<li>30 seconds to warm up quickly</li>
<li>Foldable handle for easy storage</li>
<li>Variable usages for both flat and hanging ironing</li>
<li>Unique secondary heating technology</li>
<li>Automatically power off when no operation for 10mins</li>
<li>Automatic cleaning</li>
<li>Overheating protection</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: GT001</li>
<li>Color: White</li>
<li>Specification: 220V-240V~, 50Hz/60Hz, 1100-1300W; 1.8M power cable</li>
<li>Rated Power: 1100-1300W</li>
<li>Voltage: 220V-240V~</li>
<li>Rated Frequency: 50Hz/60Hz</li>
<li>Product Size: Folded: L222xW94xH122MM / Open: L185.5xW94xH225MM</li>
<li>Gift Box Size: W 298x D 238x H 118MM</li>
<li>Master Carton Size: W 615 xD 490 xH 387 MM</li>
<li>Package Standard: 12PCS/CTN</li>
<li>Net Weight: 0.93KG /PC</li>
<li>Gross Weight: 1.42KG/PC</li>","https://cdn.globalso.com/aolga-hk/48.jpg,https://cdn.globalso.com/aolga-hk/39.jpg,https://cdn.globalso.com/aolga-hk/Y21.jpg",https://www.aolga-hk.com/gt-001a-hanging-ironing-machine-product/
Electric Iron,Electric Steam Iron SW-605,SW-605,"220V-240V~, 50Hz/60Hz, 2000W; 1.8M power cable",Black/Light gray and white/Black and blue/Black and red/Green and black,Ceramic soleplate;Dry ironing;Spray&steam function;Self-cleaning;Powerful burst steam&vertical steam;Adjustable thermostat control;Variable steam control;Overheating safety protection;Automatically shut off,SW-605,Black/Light gray and white/Black and blue/Black and red/Green and black,Smart steam motion sensor auto cut-off safety-30s unattended on soleplate and 8 minutes upright; Ceramic soleplate; Water tank window; Adjustable thermostat control; Variable steam control; Overheating safety protection; LED ready indicator 3 way automatic shut-off; Anti-calcium systems,2000W,220V-240V~,50Hz/60Hz,1.8M,L291xW127xH158MM,W307xD130xH160MM,W680xD322xH335MM,10PCS/CTN,1.2KG/PC,1.35KG/PC,"<li>Smart steam motion sensor auto cut-off safety-30s unattended on soleplate and 8 minutes upright</li>
<li>Ceramic soleplate</li>
<li>Water tank window</li>
<li>Adjustable thermostat control</li>
<li>Variable steam control</li>
<li>Overheating safety protection</li>
<li>LED ready indicator 3 way automatic shut-off</li>
<li>Anti-calcium systems</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: SW-605</li>
<li>Color: Black/Light gray and white/Black and blue/Black and red/Green and black</li>
<li>Specification: 220V-240V~, 50Hz/60Hz, 2000W; 1.8M power cable</li>
<li>Rated Power: 2000W</li>
<li>Voltage: 220V-240V~</li>
<li>Rated Frequency: 50Hz/60Hz</li>
<li>Length of Power Cable: 1.8M</li>
<li>Product Size: L291xW127xH158MM</li>
<li>Gift Box Size: W307xD130xH160MM</li>
<li>Master Carton Size: W680xD322xH335MM</li>
<li>Package Standard: 10PCS/CTN</li>
<li>Net Weight: 1.2KG/PC</li>
<li>Gross Weight: 1.35KG/PC</li>","https://cdn.globalso.com/aolga-hk/605-11.jpg,https://cdn.globalso.com/aolga-hk/605-2.jpg,https://cdn.globalso.com/aolga-hk/605-3.jpg,https://cdn.globalso.com/aolga-hk/116.jpg,https://cdn.globalso.com/aolga-hk/49.jpg,https://cdn.globalso.com/aolga-hk/219.jpg,https://cdn.globalso.com/aolga-hk/311.jpg,https://cdn.globalso.com/aolga-hk/AOLGA-Electric-Steam-Iron-SW-605（1）.jpg,https://cdn.globalso.com/aolga-hk/AOLGA-Electric-Steam-Iron-SW-605（2）.jpg,https://cdn.globalso.com/aolga-hk/AOLGA-Electric-Steam-Iron-SW-605.jpg",https://www.aolga-hk.com/sw-605-product/
Iron Board and Holder,Ironing Board 1236H4-16,1640T1-28,,Gray,,1236H4-16,Gray,Variable height adjustment up to 87cm; Popular for hotel use; Flameproof fabric plus 10mm thickened cotton cushion; Stylish iron rest,,,,,,,W1220xD320xH220MM,6PCS/CTN,/,6-8KG/PC,"<li>Variable height adjustment up to 87cm</li>
<li>Popular for hotel use</li>
<li>Flameproof fabric plus 10mm thickened cotton cushion</li>
<li>Stylish iron rest</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: 1236H4-16</li>
<li>Color: Gray</li>
<li>Master Carton Size: W1220xD320xH220MM</li>
<li>Package Standard: 6PCS/CTN</li>
<li>Gross Weight: 6-8KG/PC</li>","https://cdn.globalso.com/aolga-hk/1188.jpg,https://cdn.globalso.com/aolga-hk/2111.jpg,https://cdn.globalso.com/aolga-hk/未标题-132.jpg",https://www.aolga-hk.com/ironing-board-1236h4-16-2-product/
Iron Board and Holder,Ironing Board 1640T1-28,1640T1-28,,Black/Gray,,1640T1-28,Gray,Variable height adjustment up to 75cm; Popular for hotel use; Flameproof fabric plus 10mm thickened cotton cushion; Stylish iron rest ; Safety lock (anti-theft) cable system to well secure irons,,,,,,,L 1015 xW 405 xH 750 MM,2 PCS/CTN,,,"<li>Variable height adjustment up to 75cm</li>
<li>Popular for hotel use</li>
<li>Flameproof fabric plus 10mm thickened cotton cushion</li>
<li>Stylish iron rest</li>
<li>Safety lock (anti-theft) cable system to well secure irons</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: 1640T1-28</li>
<li>Color: Gray</li>
<li>Master Carton Size: L 1015 xW 405 xH 750 MM</li>
<li>Package Standard: 2 PCS/CTN</li>","https://cdn.globalso.com/aolga-hk/435.jpg,https://cdn.globalso.com/aolga-hk/522.jpg,https://cdn.globalso.com/aolga-hk/293.jpg,https://cdn.globalso.com/aolga-hk/370.jpg",https://www.aolga-hk.com/ironing-board-1640t1-28-product/
Iron Board and Holder,Ironing Board 1338,1338,,Black/Gray,,1338,Black/Gray,"Variable height adjustment up to 80CM, Stylish metal iron rest, Flameproof fabric plus 7MM thickened cotton cushion, Foldable is made for easy storage",,,,,,,L1270xW260xH345MM,4PCS/CTN,1.1KG,4.2KG/PC,"<li>Variable height adjustment up to 80CM, Stylish metal iron rest, Flameproof fabric plus 7MM thickened cotton cushion, Foldable is made for easy storage</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: 1338</li>
<li>Color: Black/Gray</li>
<li>Master Carton Size: L1270xW260xH345MM</li>
<li>Package Standard: 4PCS/CTN</li>
<li>Net Weight: 1.1KG</li>
<li>Gross Weight: 4.2KG/PC</li>","https://cdn.globalso.com/aolga-hk/未标题-11.jpg,https://cdn.globalso.com/aolga-hk/316.jpg,https://cdn.globalso.com/aolga-hk/510.jpg,https://cdn.globalso.com/aolga-hk/417.jpg",https://www.aolga-hk.com/ironing-board-1338-product/
Iron Board and Holder,Iron Holder TCL-D,TCL-D,,Black/White,,TCL-D,Black/White,"Suitable for different size iron; ABS moulded, with two silicone strips resistant to high temperature",,,,,L330xW140xH110MM,,W845xD343xH306MM,20PCS/CTN,,0.67KG/PC,"<li>Suitable for different size iron</li>
<li>ABS moulded, with two silicone strips resistant to high temperature</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: TCL-D</li>
<li>Color: Black/White</li>
<li>Product Size: L330xW140xH110MM</li>
<li>Master Carton Size: W845xD343xH306MM</li>
<li>Package Standard: 20PCS/CTN</li>
<li>Gross Weight: 0.67KG/PC</li>","https://cdn.globalso.com/aolga-hk/tcl-1.jpg,https://cdn.globalso.com/aolga-hk/3333.jpg,https://cdn.globalso.com/aolga-hk/242.jpg,https://cdn.globalso.com/aolga-hk/tcl-2.jpg,https://cdn.globalso.com/aolga-hk/tcl-4.jpg,https://cdn.globalso.com/aolga-hk/68.jpg,https://cdn.globalso.com/aolga-hk/516.jpg",https://www.aolga-hk.com/iron-holder-tcl-d-2-product/
Weight Scale,Spontaneous Electric Weight Scale CW300,CW300,,Dark gray/White,Self-generating system without battery; ABS+ architectural grade tempered glass; High-precision four-corner sensor which is accurate to 0. 1KG; Auto power off / power on on the scale I overload prompt / auto zero,CW300,Dark gray/White,Self-generating system without battery; ABS+ architectural grade tempered glass; High-precision four-corner sensor which is accurate to 0. 1KG; Auto power off / power on on the scale I overload prompt / auto zero,,,,,L302xW302xH25MM,W317xD317xH53MM,W332xD332xH278MM,5PCS/CTN,1.40KG/PC,1.82KG/CTN,"<li>Self-generating system without battery</li>
<li>ABS+ architectural grade tempered glass</li>
<li>High-precision four-corner sensor which is accurate to 0. 1KG</li>
<li>Auto power off / power on on the scale I overload prompt / auto zero</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: CW300</li>
<li>Color: Dark gray/White</li>
<li>Product Size: L302xW302xH25MM</li>
<li>Gift Box Size: W317xD317xH53MM</li>
<li>Master Carton Size: W332xD332xH278MM</li>
<li>Package Standard: 5PCS/CTN</li>
<li>Net Weight: 1.40KG/PC</li>
<li>Gross Weight: 1.82KG/CTN</li>","https://cdn.globalso.com/aolga-hk/300-3.jpg,https://cdn.globalso.com/aolga-hk/300-1.jpg,https://cdn.globalso.com/aolga-hk/300-4.jpg,https://cdn.globalso.com/aolga-hk/300-5.jpg,https://cdn.globalso.com/aolga-hk/300-2.jpg",https://www.aolga-hk.com/spontaneous-electric-weight-scale-cw300-product/
Weight Scale,Standing Glass Weight Scale CW269,CW269,,Blcak/White,Full ABS covered base; ABS+tempered glass; invisible LED display; 4 high sensitive sensor;,CW269,Black,"Invisible LED display;Automatic weighing & shutdown;Low power and overweight prompt;4 high sensitive sensor for high precision;Integrated weighing surface;Light weight, compact and simple",,,,,L 300x W 300x H 2 5 MM,W 320x D 320x H 35MM,W 335x D 335x H 300MM,8PCS/CTN,1.54KG /PC,14.4KG/CTN,"<li>Invisible LED display</li>
<li>Automatic weighing & shutdown</li>
<li>Low power and overweight prompt</li>
<li>4 high sensitive sensor for high precision</li>
<li>Integrated weighing surface</li>
<li>Light weight, compact and simple</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: CW269</li>
<li>Color: Black</li>
<li>Product Size: L 300x W 300x H 2 5 MM</li>
<li>Gift Box Size: W 320x D 320x H 35MM</li>
<li>Master Carton Size: W 335x D 335x H 300MM</li>
<li>Package Standard: 8PCS/CTN</li>
<li>Net Weight: 1.54KG /PC</li>
<li>Gross Weight: 14.4KG/CTN</li>","https://cdn.globalso.com/aolga-hk/269-12.jpg,https://cdn.globalso.com/aolga-hk/269-21.jpg",https://www.aolga-hk.com/cw269-product/
Weight Scale,Fireproof Scale CW276,CW276,,,"High precision sensor system with precision being 0.05kg;Integral body to open and close without screw exposed for being durable and long service life;16.2mm thin scale body with lower center of gravity and being more stable when weighing;Clear LCD digital display with soft white backlight, making it still clear under the low light and dark environment",CW276,,"High precision sensor system with precision being 0.05kg ; Integral body to open and close without screw exposed for being durable and long service life ; 16.2mm thin scale body with lower center of gravity and being more stable when weighing ; Clear LCD digital display with soft white backlight, making it still clear under the low light and dark environment ; Auto power off/on ; Overload/Low battery prompt",,,,,L276xW276xH16.2MM,W295xD295xH33MM,W310xD285xH315mm,8PCS/CTN,1. 13 KG/ PC,11KG/CTN,"<li>High precision sensor system with precision being 0.05kg</li>
<li>Integral body to open and close without screw exposed for being durable and long service life</li>
<li>16.2mm thin scale body with lower center of gravity and being more stable when weighing</li>
<li>Clear LCD digital display with soft white backlight, making it still clear under the low light and dark environment</li>
<li>Auto power off/on</li>
<li>Overload/Low battery prompt</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: CW276</li>
<li>Product Size: L276xW276xH16.2MM</li>
<li>Gift Box Size: W295xD295xH33MM</li>
<li>Master Carton Size: W310xD285xH315mm</li>
<li>Package Standard: 8PCS/CTN</li>
<li>Net Weight: 1. 13 KG/ PC</li>
<li>Gross Weight: 11KG/CTN</li>","https://cdn.globalso.com/aolga-hk/276-1.jpg,https://cdn.globalso.com/aolga-hk/276-96.jpg,https://cdn.globalso.com/aolga-hk/276-3.jpg,https://cdn.globalso.com/aolga-hk/515.jpg",https://www.aolga-hk.com/fireproof-scale-cw276-product/
Weight Scale,Glass Electronic Weight Scale CW275,CW275,,White,Full ABS covered base; Invisible LED display; 4 high sensitive sensor; Intelligent automatic switch ON/OFF; Integrated weighing surface,CW275,White,Full ABS covered base; ABS+tempered glass; invisible LED display; 4 high sensitive sensor; I ntelligent automatic switch ON/OFF,,,,,L280 x W280 x H2 3MM,W345 x D238 x H340 MM,W345 x D238 x H340 MM,5PCS/CTN,1. 46 KG/PC,9.3 KG/CTN,"<li>Full ABS covered base</li>
<li>ABS+tempered glass</li>
<li>invisible LED display</li>
<li>4 high sensitive sensor</li>
<li>I ntelligent automatic switch ON/OFF</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: CW275</li>
<li>Color: White</li>
<li>Product Size: L280 x W280 x H2 3MM</li>
<li>Gift Box Size: W345 x D238 x H340 MM</li>
<li>Master Carton Size: W345 x D238 x H340 MM</li>
<li>Package Standard: 5PCS/CTN</li>
<li>Net Weight: 1. 46 KG/PC</li>
<li>Gross Weight: 9.3 KG/CTN</li>","https://cdn.globalso.com/aolga-hk/276-11.jpg,https://cdn.globalso.com/aolga-hk/276-21.jpg,https://cdn.globalso.com/aolga-hk/IMG_0607.jpg,https://cdn.globalso.com/aolga-hk/KX0A0514.jpg,https://cdn.globalso.com/aolga-hk/KX0A0531.jpg",https://www.aolga-hk.com/glass-electronic-scale-cw275-product/
Weight Scale,Mechanical Body Scale DP-20,DP-20,,Sliver,,DP - 20,Sliver,"Excellent weighing experience with high precision G Sensors ; High quality tempered glass platform, durable & safe ; Round corners in all directions, ultra user s afety ; Intelligent SENSE ON &AUTO OFF in 30 sec. without operation, overload warning,low battery indication ; Magic lens, large LED & backlight display with eye-catching white readout ; Fitting rubber floor MATS, anti-skid and more stable",,,,,L 355 xW 355 xH 38 MM,,W 400 xD 385 xH 425 MM,/,/,2.92 KG/CTN,"<li>Excellent weighing experience with high precision G Sensors</li>
<li>High quality tempered glass platform, durable & safe</li>
<li>Round corners in all directions, ultra user s afety</li>
<li>Intelligent SENSE ON &AUTO OFF in 30 sec. without operation, overload warning,low battery indication</li>
<li>Magic lens, large LED & backlight display with eye-catching white readout</li>
<li>Fitting rubber floor MATS, anti-skid and more stable</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: DP - 20</li>
<li>Color: Sliver</li>
<li>Product Size: L 355 xW 355 xH 38 MM</li>
<li>Master Carton Size: W 400 xD 385 xH 425 MM</li>
<li>Gross Weight: 2.92 KG/CTN</li>",https://cdn.globalso.com/aolga-hk/1134.jpg,https://www.aolga-hk.com/mechanical-body-scale-dp-20-product/
Weight Scale,Mechanical Body Scale MP-30,MP-30,,Black,,MP-30,Black,"Mechanical weighing gets energy saving; High strength material with mirror finish; Cold rolled steel body becomes robust and durable; 180KG Super resistant to pressure High strength metal body; Anti-slip, digital show; Large arc design",,,,,L 365 xW 360 xH 65 MM,,W 400 xD 415 xH 330 MM,/,/,3 KG/CTN,"<li>Mechanical weighing gets energy saving</li>
<li>High strength material with mirror finish</li>
<li>Cold rolled steel body becomes robust and durable</li>
<li>180KG Super resistant to pressure High strength metal body</li>
<li>Anti-slip, digital show</li>
<li>Large arc design</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: MP-30</li>
<li>Color: Black</li>
<li>Product Size: L 365 xW 360 xH 65 MM</li>
<li>Master Carton Size: W 400 xD 415 xH 330 MM</li>
<li>Gross Weight: 3 KG/CTN</li>","https://cdn.globalso.com/aolga-hk/1133.jpg,https://cdn.globalso.com/aolga-hk/296.jpg,https://cdn.globalso.com/aolga-hk/371.jpg",https://www.aolga-hk.com/mechanical-body-scale-mp-30-product/
Weight Scale,Glass Electronic Weight Scale CW375,CW375,,White,"5MM tempered glass; White LED digital display, full ABS covered base; Powered by battery or USB charged; Auto power on/off ; Overload/Low battery prompt",CW375,,"5MM tempered glass; White LED digital display, full ABS covered base; Powered by battery or USB charged; Auto power on/off ; Overload/Low battery prompt",,,,,L 300 xW 300 xH 24 MM,W 325 xD 312 xH 34 MM,W 430 xD 335 xH 330 MM,10 PCS/CTN,1. 47 KG/PC,19.7 KG/CTN,"<li>5MM tempered glass</li>
<li>White LED digital display, full ABS covered base</li>
<li>Powered by battery or USB charged</li>
<li>Auto power on/off</li>
<li>Overload/Low battery prompt</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: CW375</li>
<li>Color: White</li>
<li>Product Size: L 300 xW 300 xH 24 MM</li>
<li>Gift Box Size: W 325 xD 312 xH 34 MM</li>
<li>Master Carton Size: W 430 xD 335 xH 330 MM</li>
<li>Package Standard: 10 PCS/CTN</li>
<li>Net Weight: 1. 47 KG/PC</li>
<li>Gross Weight: 19.7 KG/CTN</li>","https://cdn.globalso.com/aolga-hk/375.jpg,https://cdn.globalso.com/aolga-hk/375-1.jpg",https://www.aolga-hk.com/glass-electronic-weight-scale-cw375-product/
